rank,place,barrio,kind,area_m2,area_figure,asking_usd,asking_native,currency,estimate_usd,estimate_low_usd,estimate_high_usd,confidence,comps,segment,rank_score,listings,days_listed,source,url,department_market,city_market
992,Asunción,,terreno,511,land,130599.22,773965580,PYG,214695.22,125296.13,460821.82,2,8,terreno|asuncion,168192,3,,uprop,https://uprop.com.py/detail/terreno-en-asuncion-sajonia-b1dc7eab-55fa-4690-9796-4dfe3375ce5b,Asunción,
993,Asunción,Barrio Jara,terreno,533,total,159000,159000,USD,242641.26,141605.44,520805.19,2,8,terreno|asuncion,167283,1,217,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/asuncion/143098132-78,Asunción,
994,"Luque, Central",,terreno,712,total,55684.31,330000000,PYG,64479.64,28732.13,112671.73,19,8,terreno|central,167111,1,352,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143063190-391,Central,Luque
995,"Itauguá, Central",,terreno,374,land,19911.36,118000000,PYG,28575.69,12733.33,49933.15,19,0,terreno|central,164622,1,251,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/itaugua/143036126-36,Central,Itauguá
996,"Areguá, Central",,terreno,1319.42,total,59059.12,350000000,PYG,67693.55,30164.25,118287.71,19,1,terreno|central,164054,1,188,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/aregua/143084067-15,Central,Areguá
997,"Mariano Roque Alonso, Central",,terreno,1274,land,63277.63,375000000,PYG,71911.32,32043.69,125657.85,19,3,terreno|central,164040,2,,uprop,https://uprop.com.py/detail/terreno-en-mariano-roque-alonso-3e7605f1-0cec-41ca-a529-075b2c888d68,Central,Mariano Roque Alonso
998,"Areguá, Central",,terreno,720,land,35435.47,210000000,PYG,44051.59,19629.39,76975.74,19,1,terreno|central,163706,1,113,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/aregua/143036021-152,Central,Areguá
999,"Capiatá, Central",,terreno,360,land,16874.03,100000000,PYG,25437.44,11334.92,44449.37,19,5,terreno|central,162705,1,,uprop,https://uprop.com.py/detail/terreno-en-capiata-toledo-canada-08fed7ad-369e-4c83-bdd1-6e39d9c1d1f5,Central,Capiatá
1000,"Ypané, Central",,terreno,360,land,16874.03,100000000,PYG,25422.34,11328.19,44422.99,19,6,terreno|central,162418,2,709,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypane/143010040-268,Central,Ypané
1001,"Ypacaraí, Central",,terreno,506,land,21092.54,125000000,PYG,29639.41,13207.32,51791.91,19,2,terreno|central,162390,1,106,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypacarai/143036096-67,Central,Ypacaraí
1002,"Luque, Central",,terreno,360,total,32060.67,190000000,PYG,40559.93,18073.5,70874.42,19,3,terreno|central,161486,1,24,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143100042-59,Central,Luque
1003,"Ypacaraí, Central",,terreno,360,total,23623.65,140000000,PYG,32089.58,14299.12,56073.33,19,0,terreno|central,160853,2,131,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypacarai/143036119-41,Central,Ypacaraí
1004,Asunción,,terreno,433,land,116430.84,690000000,PYG,196095.06,114441.08,420898.44,2,8,terreno|asuncion,159328,3,,uprop,https://uprop.com.py/detail/terreno-en-asuncion-barrio-san-antonio-f9a0becf-7529-4713-b719-5ed53c9038a3,Asunción,
1005,"Mariano Roque Alonso, Central",,terreno,448,total,32904.37,195000000,PYG,41286.63,18397.32,72144.26,19,4,terreno|central,159263,1,378,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/mariano-roque-alonso/143061065-11,Central,Mariano Roque Alonso
1006,"Ypacaraí, Central",,terreno,798,land,35906,35906,USD,44196.61,19694.01,77229.15,19,2,terreno|central,157522,1,129,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypacarai/143094070-3,Central,Ypacaraí
1007,"Ypané, Central",,casa,40,built,30373.26,180000000,PYG,34086.26,20271.1,51139.62,42,0,casa|central,155946,1,,infocasas,https://www.infocasas.com.py/vendo-terreno-casa-en-ypane/193167592,Central,Ypané
1008,"Villa Elisa, Central",,terreno,364,land,33410.59,198000000,PYG,41567.66,18522.55,72635.33,19,8,terreno|central,154984,1,1144,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/villa-elisa/143080002-180,Central,Villa Elisa
1009,"Capiatá, Central",,terreno,406.56,land,16536.55,98000000,PYG,24679.46,10997.17,43124.88,19,5,terreno|central,154715,1,,uprop,https://uprop.com.py/detail/terreno-en-capiata-rojas-canada-74836e1c-a0a2-4916-80e4-967d534ccd00,Central,Capiatá
1010,"Luque, Central",,terreno,994,total,50622.1,300000000,PYG,58757.79,26182.47,102673.36,19,3,terreno|central,154578,1,479,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143063204-29,Central,Luque
1011,"Gurambaré, Central",,terreno,1200,land,50622.1,300000000,PYG,58756.01,26181.68,102670.26,19,0,terreno|central,154544,1,,infocasas,https://www.infocasas.com.py/hermoso-terreno-en-guarambare-1200-m2/193860906,Central,
1012,"Ypané, Central",,terreno,360,land,20248.84,120000000,PYG,28343.21,12629.74,49526.93,19,3,terreno|central,153793,3,23,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypane/143061103-2,Central,Ypané
1013,"Guarambaré, Central",,terreno,374,land,14342.93,85000000,PYG,22416.89,9988.97,39171.28,19,2,terreno|central,153405,1,,uprop,https://uprop.com.py/detail/terreno-ideal-en-guarambare-d77d2d00-e34b-4e2b-9193-4faf4ad1bde1,Central,
1014,"San Lorenzo, Central",,terreno,450,total,42185.09,250000000,PYG,50165.83,22353.89,87659.77,19,8,terreno|central,151634,1,48,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-lorenzo/143019039-140,Central,San Lorenzo
1015,Asunción,,terreno,302.96,land,84370.17,500000000,PYG,159797.91,93258.06,342990.24,2,8,terreno|asuncion,150855,2,,uprop,https://uprop.com.py/detail/terreno-en-asuncion-barrio-san-roque-5e5129e3-d57a-4616-9620-2622ec83adb6,Asunción,
1016,"Itauguá, Central",,terreno,504,total,25311.05,150000000,PYG,33232.36,14808.34,58070.23,19,1,terreno|central,150505,1,709,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/itaugua/143080127-6,Central,Itauguá
1017,"Villeta, Central",,terreno,510,land,32060.67,190000000,PYG,39981.41,17815.72,69863.52,19,0,terreno|central,150494,1,185,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/villeta/143020051-171,Central,Villeta
1018,"Limpio, Central",,terreno,360,land,20839.43,123500000,PYG,28747.23,12809.76,50232.91,19,1,terreno|central,150248,1,1080,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/limpio/143082002-95,Central,Limpio
1019,"Areguá, Central",,terreno,1080,land,40497.68,240000000,PYG,48363.01,21550.56,84509.52,19,5,terreno|central,149441,1,467,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/aregua/143061046-85,Central,Areguá
1020,"Ypané, Central",,terreno,561.76,land,25817.27,153000000,PYG,33672.42,15004.43,58839.19,19,4,terreno|central,149248,1,841,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypane/143068129-69,Central,Ypané
1021,"Itauguá, Central",,terreno,365,total,21936.24,130000000,PYG,29724.4,13245.19,51940.41,19,0,terreno|central,147975,1,220,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/itaugua/143080238-1,Central,Itauguá
1022,"Ypané, Central",,terreno,478,land,21092.54,125000000,PYG,28843.53,12852.68,50401.19,19,3,terreno|central,147269,1,804,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypane/143013011-174,Central,Ypané
1023,"Limpio, Central",,terreno,480,total,22779.95,135000000,PYG,30517.59,13598.64,53326.44,19,1,terreno|central,147015,1,196,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/limpio/143020120-22,Central,Limpio
1024,"Ypané, Central",,terreno,360,land,16705.29,99000000,PYG,24435.73,10888.56,42699,19,1,terreno|central,146878,1,,uprop,https://uprop.com.py/detail/terrenos-en-ypane-8acd6484-b658-4cd5-90f4-7e01b805f7fd,Central,Ypané
1025,"Luque, Central",,terreno,360,total,42185.09,250000000,PYG,49876.47,22224.96,87154.15,19,8,terreno|central,146136,1,400,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143046007-158,Central,Luque
1026,"Mariano Roque Alonso, Central",,terreno,563,land,37122.88,220000000,PYG,44617.55,19881.58,77964.7,19,3,terreno|central,142399,1,1094,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/mariano-roque-alonso/143071065-5,Central,Mariano Roque Alonso
1027,"Limpio, Central",,terreno,408,land,20248.84,120000000,PYG,27676,12332.43,48361.05,19,1,terreno|central,141116,1,364,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/limpio/143020120-3,Central,Limpio
1028,"Itauguá, Central",,terreno,399,land,22779.95,135000000,PYG,30182.42,13449.28,52740.75,19,0,terreno|central,140647,1,52,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/itaugua/143036154-17,Central,Itauguá
1029,"Ñemby, Central",,terreno,360,land,21767.5,129000000,PYG,29154.83,12991.39,50945.15,19,8,terreno|central,140359,2,,uprop,https://uprop.com.py/detail/terreno-en-nemby-la-lomita-cf25393f-325b-4141-bbc7-06d00519bdb7,Central,Ñemby
1030,"San Lorenzo, Central",,terreno,420,land,54840.61,325000000,PYG,62199.65,27716.17,108687.67,19,8,terreno|central,139822,1,,uprop,https://uprop.com.py/detail/terreno-en-san-lorenzo-40f13be0-06d3-44ed-b5cd-5e5aadc1d2d5,Central,San Lorenzo
1031,"Capiatá, Central",,terreno,360,total,15186.63,90000000,PYG,22543.65,10045.45,39392.78,19,3,terreno|central,139783,1,140,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/capiata/143072130-20,Central,Capiatá
1032,"Julián Augusto Saldívar, Central",,terreno,360,land,21936.24,130000000,PYG,29271.5,13043.38,51149.03,19,1,terreno|central,139370,1,108,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/julian-augusto-saldivar/143080040-169,Central,Julián Augusto Saldívar
1033,"San Lorenzo, Central",,terreno,528,land,26998.46,160000000,PYG,34332.33,15298.49,59992.32,19,8,terreno|central,139344,1,1053,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-lorenzo/143005065-4,Central,San Lorenzo
1034,"Capiatá, Central",,terreno,405,land,15186.63,90000000,PYG,22500.02,10026.01,39316.54,19,3,terreno|central,138954,1,93,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/capiata/143025250-10,Central,Capiatá
1035,"Ypacaraí, Central",,terreno,880,land,39600,39600,USD,46907.49,20901.98,81966.16,19,2,terreno|central,138842,2,51,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypacarai/143094071-4,Central,Ypacaraí
1036,"Itauguá, Central",,terreno,360,land,14342.93,85000000,PYG,21635.29,9640.68,37805.5,19,1,terreno|central,138555,1,,infocasas,https://www.infocasas.com.py/-terreno-venta-py-central-itaugua/193606822,Central,Itauguá
1037,"Capiatá, Central",,terreno,367,total,19405.14,115000000,PYG,26692.03,11893.97,46641.65,19,4,terreno|central,138451,1,122,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/capiata/143092028-85,Central,Capiatá
1038,Asunción,,terreno,500,land,143429.29,850000000,PYG,212187.27,123832.49,455438.75,2,8,terreno|asuncion,137516,2,,uprop,https://uprop.com.py/detail/terreno-en-asuncion-ciudad-nueva-1b7cba1a-66c8-4906-a49c-44433f044031,Asunción,
1039,"Mariano Roque Alonso, Central",,terreno,301,total,29529.56,175000000,PYG,36766.11,16382.98,64245.1,19,4,terreno|central,137494,2,173,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/mariano-roque-alonso/143025199-31,Central,Mariano Roque Alonso
1040,"San Lorenzo, Central",,terreno,360.36,total,62433.93,370000000,PYG,69660,31040.49,121723.88,19,8,terreno|central,137295,1,10,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-lorenzo/143063206-29,Central,San Lorenzo
1041,Asunción,,terreno,357,land,110000,110000,USD,178193.57,103993.77,382474.67,2,8,terreno|asuncion,136387,1,,uprop,https://uprop.com.py/detail/terreno-en-barrio-salvador-del-mundo-18a3c3d7-2079-4578-9a90-643bf46a2c76,Asunción,
1042,"Capiatá, Central",,terreno,384,land,25311.05,150000000,PYG,32480.77,14473.43,56756.89,19,2,terreno|central,136225,1,,infocasas,https://www.infocasas.com.py/terreno-venta-paraguay-central-capiata/191647836,Central,Capiatá
1043,Asunción,,terreno,530,land,151040.84,895108018,PYG,218946.16,127776.98,469946.04,2,8,terreno|asuncion,135811,2,,uprop,https://uprop.com.py/detail/terreno-en-loma-pyta-e3c4c46d-a14c-41e5-bfe4-3f02c68ab10c,Asunción,
1044,"Capiatá, Central",,terreno,497,land,19405.14,115000000,PYG,26540.75,11826.56,46377.31,19,2,terreno|central,135577,1,,infocasas,https://www.infocasas.com.py/venta-de-terreno-en-capiata-ruta-1-/192703200,Central,Capiatá
1045,"Capiatá, Central",,terreno,360,land,13499.23,80000000,PYG,20608.06,9182.95,36010.52,19,3,terreno|central,135068,1,,infocasas,https://www.infocasas.com.py/venta-de-terreno-en-el-distrito-de-capiata/161278,Central,Capiatá
1046,"Ñemby, Central",,terreno,437,land,19405.14,115000000,PYG,26463.18,11791.99,46241.76,19,8,terreno|central,134103,1,805,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/nemby/143005080-50,Central,Ñemby
1047,"Villa Elisa, Central",,terreno,432,land,42185.09,250000000,PYG,49197.22,21922.28,85967.22,19,8,terreno|central,133231,1,624,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/villa-elisa/143063071-39,Central,Villa Elisa
1048,"Itauguá, Central",,terreno,435,land,23623.65,140000000,PYG,30618.41,13643.56,53502.6,19,1,terreno|central,132900,1,36,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/itaugua/143036096-68,Central,Itauguá
1049,"Limpio, Central",,terreno,365,total,19067.66,113000000,PYG,26040.21,11603.52,45502.66,19,3,terreno|central,132478,1,412,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/limpio/143100021-12,Central,Limpio
1050,"Itá, Central",,terreno,360,land,19405.14,115000000,PYG,26340.94,11737.52,46028.15,19,2,terreno|central,131780,1,254,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ita/143094012-69,Central,Itá
1051,"Ñemby, Central",,terreno,371,land,16874.03,100000000,PYG,23706.91,10563.8,41425.45,19,8,terreno|central,129825,1,,infocasas,https://www.infocasas.com.py/vendo-terreno-en-%C3%B1emby/193359150,Central,Ñemby
1052,"Luque, Central",,terreno,360,total,38810.28,230000000,PYG,45587.21,20313.66,79659.09,19,8,terreno|central,128762,2,90,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143061002-205,Central,Luque
1053,"Itauguá, Central",,terreno,401,total,23623.65,140000000,PYG,30317.89,13509.65,52977.49,19,0,terreno|central,127191,1,512,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/itaugua/114001124-190,Central,Itauguá
1054,"Ypané, Central",,terreno,360,land,19405.14,115000000,PYG,26076.35,11619.62,45565.81,19,1,terreno|central,126753,1,10,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypane/143026188-113,Central,Ypané
1055,"Villa Elisa, Central",,terreno,370,land,33748.07,200000000,PYG,40360.11,17984.46,70525.25,19,8,terreno|central,125629,2,,infocasas,https://www.infocasas.com.py/venta-terreno-barrio-cerrado-villa-elisa/192365211,Central,Villa Elisa
1056,"Ypané, Central",,terreno,360,total,22779.95,135000000,PYG,29208.88,13015.48,51039.6,19,4,terreno|central,122150,1,20,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypane/143114002-4,Central,Ypané
1057,"Areguá, Central",,terreno,360,total,20248.84,120000000,PYG,26613.33,11858.9,46504.13,19,5,terreno|central,120925,1,210,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/aregua/143094012-82,Central,Areguá
1058,Asunción,,terreno,360,land,143429.29,850000000,PYG,203768.43,118919.26,437368.56,2,8,terreno|asuncion,120678,1,,uprop,https://uprop.com.py/detail/casa-en-asuncion-barrio-mbocayaty-f7e2125d-d945-4293-8936-b8e1824ab409,Asunción,
1059,"Limpio, Central",,terreno,389,land,15186.63,90000000,PYG,21499.98,9580.39,37569.06,19,1,terreno|central,119954,2,,uprop,https://uprop.com.py/detail/terreno-en-limpio-fraccion-campo-alto-e4816334-f999-4fe8-aa00-b3f3a55c194b,Central,Limpio
1060,"Capiatá, Central",,terreno,360,land,20248.84,120000000,PYG,26551.21,11831.22,46395.58,19,4,terreno|central,119745,2,210,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/capiata/143100047-2,Central,Capiatá
1061,"Guarambaré, Central",,terreno,359,total,20248.84,120000000,PYG,26530.26,11821.88,46358.98,19,2,terreno|central,119347,2,148,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/guarambare/143025198-45,Central,
1062,"Luque, Central",,terreno,480,land,30373.26,180000000,PYG,36528.48,16277.09,63829.87,19,5,terreno|central,116949,1,208,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143026176-71,Central,Luque
1063,"Ñemby, Central",,terreno,397,land,25311.05,150000000,PYG,31439.26,14009.33,54936.96,19,8,terreno|central,116436,1,,infocasas,https://www.infocasas.com.py/vendo-terreno-en-%C3%B1emby/193258360,Central,Ñemby
1064,"Capiatá, Central",,terreno,542,land,29529.56,175000000,PYG,35585.88,15857.07,62182.77,19,4,terreno|central,115070,1,126,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/capiata/143080241-7,Central,Capiatá
1065,"Limpio, Central",,terreno,380.24,land,20248.84,120000000,PYG,26200.66,11675.01,45783.03,19,1,terreno|central,113085,1,693,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/limpio/143048009-69,Central,Limpio
1066,Asunción,,terreno,280,land,96182,570000000,PYG,152479.43,88987,327281.86,2,8,terreno|asuncion,112595,3,,uprop,https://uprop.com.py/detail/terreno-en-esquina-en-asuncion-barrio-general-diaz-cce71861-35ce-4b1f-bb20-68922b840cd4,Asunción,
1067,"Itauguá, Central",,terreno,464,land,25311.05,150000000,PYG,31229.86,13916.02,54571.05,19,1,terreno|central,112457,1,49,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/itaugua/143100057-10,Central,Itauguá
1068,"Limpio, Central",,terreno,360,land,20248.84,120000000,PYG,26149.62,11652.27,45693.85,19,1,terreno|central,112115,4,105,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/limpio/114001112-23,Central,Limpio
1069,"Julián Augusto Saldívar, Central",,terreno,360,land,16030.33,95000000,PYG,21906.94,9761.73,38280.19,19,1,terreno|central,111656,2,,infocasas,https://www.infocasas.com.py/terreno-en-venta-julian-augusto-saldivar/193033127,Central,Julián Augusto Saldívar
1070,"San Lorenzo, Central",,terreno,397.2,land,38810.28,230000000,PYG,44662.97,19901.82,78044.07,19,8,terreno|central,111201,1,1527,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-lorenzo/143081025-1,Central,San Lorenzo
1071,"Limpio, Central",,terreno,373,total,21936.24,130000000,PYG,27763.1,12371.24,48513.24,19,1,terreno|central,110710,1,304,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/limpio/143001140-167,Central,Limpio
1072,"Limpio, Central",,terreno,390,total,19236.4,114000000,PYG,25013.25,11145.9,43708.15,19,8,terreno|central,109760,1,122,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/limpio/143063192-144,Central,Limpio
