rank,place,barrio,kind,area_m2,area_figure,asking_usd,asking_native,currency,estimate_usd,estimate_low_usd,estimate_high_usd,confidence,comps,segment,rank_score,listings,days_listed,source,url,department_market,city_market
529,"Villeta, Central",,casa,184,built,96182,570000000,PYG,113298.4,67378.56,169981.59,42,3,casa|central,718889,1,,infocasas,https://www.infocasas.com.py/casa-de-verano-venta-villeta-central-paraguay/193616332,Central,Villeta
530,Asunción,Santisima Trinidad,departamento,65,built,96500,96500,USD,109258.84,65697.34,153257.38,56,8,departamento|asuncion,714495,1,,cb,https://coldwellbanker.com.py/propiedad/departamento-en-venta-de-1-dormitorio-barrio-manora-asuncion-edificio-mio-home--4482338,Asunción,
531,"San Bernardino, Cordillera",,terreno,672.76,land,29560.95,175186000,PYG,44109.25,29081.23,57465.53,49,8,terreno|cordillera,712867,2,,uprop,https://uprop.com.py/detail/terreno-en-san-bernardino-a0d3fcae-b864-4fea-bd0e-42a8cdeccde1,Cordillera,San Bernardino
532,"Altos, Cordillera",,terreno,1200,land,32060.67,190000000,PYG,46601.54,30724.39,60712.48,49,2,terreno|cordillera,712503,1,300,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/altos/143028010-185,Cordillera,Altos
533,"San Bernardino, Cordillera",,terreno,1744,land,43613,43613,USD,58097.89,38303.94,75689.93,49,1,terreno|cordillera,709760,1,458,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143054111-96,Cordillera,San Bernardino
534,"Capiatá, Central",,casa,280,built,60746.52,360000000,PYG,77637.74,46171.17,116479.91,42,5,casa|central,709431,1,,infocasas,https://www.infocasas.com.py/vendo-casa-capiata-barrio-25-de-mayo/192864944,Central,Capiatá
535,Asunción,,departamento,48,built,61950,61950,USD,74593.07,44852.81,104631.7,56,8,departamento|asuncion,708012,1,,uprop,https://uprop.com.py/detail/departamento-en-living-trinidad-66e86649-a7fa-43b4-a59b-c5d825a82dd0,Asunción,
536,"Caacupé, Cordillera",,terreno,360,total,10968.12,65000000,PYG,25408.56,16751.86,33102.27,49,4,terreno|cordillera,707581,1,10,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143061068-55,Cordillera,Caacupé
537,"Areguá, Central",,casa,125,built,40497.68,240000000,PYG,57333.39,34096.17,86017.29,42,0,casa|central,707100,1,,infocasas,https://www.infocasas.com.py/vendo-casa-en-aregua-ideal-casa-de-verano-o-inversion-airbnb/194267827,Central,Areguá
538,Asunción,San Cristóbal,departamento,56,total,98070,98070,USD,110683.87,66554.21,155256.26,56,8,departamento|asuncion,706377,1,329,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143063147-118,Asunción,
539,Asunción,San Vicente,departamento,80,built,79000,79000,USD,91612.39,55086.53,128504.71,56,6,departamento|asuncion,706294,1,,infocasas,https://www.infocasas.com.py/venta-departamento-2-dormitorios-san-vicente/193925844,Asunción,
540,"Emboscada, Cordillera",,terreno,1029,land,28685.86,170000000,PYG,43088.23,28408.07,56135.35,49,0,terreno|cordillera,705716,1,140,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/emboscada/143100057-11,Cordillera,
541,Asunción,,departamento,42,built,71253,71253,USD,83848.23,50417.94,117613.91,56,8,departamento|asuncion,705333,1,417,prestige,https://prestigeparaguay.com/property/veralta-departamento-en-los-laureles-con-piscina-padel-y-plusvalia-asegurada-2/,Asunción,
542,Asunción,,departamento,67,built,95000,95000,USD,107590.06,64693.9,150916.58,56,8,departamento|asuncion,705043,1,,uprop,https://uprop.com.py/detail/departamento-totalmente-amoblado-y-equipado-en-edificio-villa-morra-haus-id-43016-4107f26a-d9a0-4c50-964f-8f742536b6bd,Asunción,
543,Asunción,Santisima Trinidad,departamento,43,built,80550,80550,USD,93121.29,55993.83,130621.24,56,8,departamento|asuncion,703992,1,,cb,https://coldwellbanker.com.py/propiedad/monoambiente-en-las-lomas-piso-1-en-uon-calathea--4640093,Asunción,
544,"Fernando de la Mora, Central",,casa,175,built,96182,570000000,PYG,112919.27,67153.09,169412.79,42,7,casa|central,702966,1,15,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/fernando-de-la-mora/143025155-294,Central,Fernando de la Mora
545,"Fernando de la Mora, Central",,casa,228,built,143429.29,850000000,PYG,160127.75,95227.98,240239.67,42,8,casa|central,701335,1,,uprop,https://uprop.com.py/detail/duplex-de-3-dormitorios-barrio-san-miguel-san-lorenzo-43d4f9cf-10ca-4b56-ab88-663020b10a78,Central,Fernando de la Mora
546,Asunción,La Recoleta,departamento,52,built,85470,85470,USD,97950.28,58897.5,137394.86,56,8,departamento|asuncion,698896,1,,cb,https://coldwellbanker.com.py/propiedad/departamento-en-venta-2-dormitorios-en-barrio-ycua-sati-asuncion-edificio-matrisa-lillo--4517967,Asunción,
547,"Julián Augusto Saldívar, Central",,casa,80,built,42185.09,250000000,PYG,58817.43,34978.72,88243.78,42,0,casa|central,698558,2,,infocasas,https://www.infocasas.com.py/vendo-casa-con-renta-activa-en-j-a-saldivar/191984145,Central,Julián Augusto Saldívar
548,"Nueva Colombia, Cordillera",,terreno,360,total,12655.53,75000000,PYG,26823.07,17684.45,34945.1,49,1,terreno|cordillera,694210,1,87,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/nueva-colombia/114006119-10,Cordillera,
549,Asunción,Manorá,departamento,42,total,90000,90000,USD,102385.71,61564.53,143616.44,56,8,departamento|asuncion,693600,1,77,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143098027-140,Asunción,
550,"Villa Elisa, Central",,casa,61,built,47247.3,280000000,PYG,63760.2,37918.19,95659.43,42,8,casa|central,693542,1,91,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/villa-elisa/143097013-41,Central,Villa Elisa
551,"Areguá, Central",,casa,70,built,30373.26,180000000,PYG,46881.44,27880.39,70336.22,42,1,casa|central,693343,1,126,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/aregua/143108009-19,Central,Areguá
552,"Mariano Roque Alonso, Central",,terreno,1168,land,46000,46000,USD,82481.2,36753.62,144127.64,19,8,terreno|central,693143,1,,infocasas,https://www.infocasas.com.py/terreno-surubii/194131798,Central,Mariano Roque Alonso
553,Asunción,Virgen del Huerto,departamento,47,built,92000,92000,USD,104341.89,62740.78,146360.37,56,8,departamento|asuncion,691146,1,,infocasas,https://www.infocasas.com.py/departamento-de-1-dormitorio-con-cochera-en-el-edificio-kalypso-%E2%80%94-calle-venezuela-barrio-mariscal-lopez-a-2-cuadras-de-la-avenida-espa%C3%B1a/194292082,Asunción,
554,"Arroyos y Esteros, Cordillera",,terreno,756.96,land,14342.93,85000000,PYG,28431.7,18745.02,37040.82,49,1,terreno|cordillera,690350,1,,uprop,https://uprop.com.py/detail/terreno-sobre-ruta-py03-en-arroyos-y-esteros-aa9c023a-e705-4c01-af39-f0139731d096,Cordillera,
555,Asunción,Ycuá Satí,departamento,68,built,89010,89010,USD,101321.98,60924.91,142124.34,56,8,departamento|asuncion,689471,1,,infocasas,https://www.infocasas.com.py/vendo-dos-habitaciones-en-pozo-edif-ayre-santa-teresa/192961161,Asunción,
556,Asunción,Mburucuyá,departamento,47,built,95900,95900,USD,108182.44,65050.1,151747.51,56,8,departamento|asuncion,687817,1,,infocasas,https://www.infocasas.com.py/en-venta-dpto-en-natania-85/192961388,Asunción,
557,"Altos, Cordillera",,terreno,360,total,12655.53,75000000,PYG,26669.54,17583.23,34745.08,49,2,terreno|cordillera,686687,3,89,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/altos/143061046-103,Cordillera,Altos
558,Asunción,,departamento,67.13,built,94258.57,558601244,PYG,106517.71,64049.1,149412.39,56,8,departamento|asuncion,686512,1,,uprop,https://uprop.com.py/detail/departamento-de-1-habitacion-en-asuncion-5a278187-3ad1-4ce0-a8f0-9d724dc1f47d,Asunción,
559,Asunción,San Cristóbal,departamento,61.36,total,89000,89000,USD,101254.9,60884.57,142030.24,56,8,departamento|asuncion,686274,1,153,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143098133-696,Asunción,
560,"Caacupé, Cordillera",,terreno,393,land,10968.12,65000000,PYG,24944.9,16446.17,32498.21,49,4,terreno|cordillera,684862,1,45,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143026206-14,Cordillera,Caacupé
561,Asunción,Mburucuyá,departamento,59,built,95200,95200,USD,107393.7,64575.83,150641.15,56,8,departamento|asuncion,682847,1,,infocasas,https://www.infocasas.com.py/departamento-de-1-dormitorio-con-cochera-proyecto-proximo-a-entregarse-molas-design/193973544,Asunción,
562,"San Bernardino, Cordillera",,terreno,1162,land,34880,34880,USD,48654.56,32077.95,63387.16,49,1,terreno|cordillera,674954,2,458,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143054111-101,Cordillera,San Bernardino
563,"Fernando de la Mora, Central",,casa,120,built,84370.17,500000000,PYG,100407.32,59712.23,150641.1,42,8,casa|central,673560,1,623,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/fernando-de-la-mora/143084038-25,Central,Fernando de la Mora
564,Asunción,Las Lomas (Carmelitas),departamento,45.2,total,88200,88200,USD,100158.99,60225.6,140493.02,56,8,departamento|asuncion,669703,1,93,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143092080-38,Asunción,
565,Asunción,Las Carmelitas,departamento,40.4,built,83800,83800,USD,95714.95,57553.4,134259.36,56,8,departamento|asuncion,667237,1,,infocasas,https://www.infocasas.com.py/departamentos-de-1-dormitorio-y-2-dorm-en-venta-zona-shopping-del-sol-inversion/194239617,Asunción,
566,Asunción,Villa Morra,departamento,44,built,74926,74926,USD,86825.35,52208.08,121789.91,56,8,departamento|asuncion,666363,1,,infocasas,https://www.infocasas.com.py/first-element-dise%C3%B1ado-para-generar-entre-3700-y-10500-dolares-netos-anuales-por-cada-departamento-en-que-inviertas-inverti-desde-usd-74926-x-1-dorm-hasta-usd-173082-x-3-dormen-la-zona-mas-deseada-por-inversionistas-en-asuncion/193592155,Asunción,
567,"San Bernardino, Cordillera",,terreno,972,land,37966.58,225000000,PYG,51525.9,33971.02,67127.94,49,6,terreno|cordillera,664407,1,913,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143005083-3,Cordillera,San Bernardino
568,"Caacupé, Cordillera",,terreno,600,land,11685.27,69250000,PYG,25243.66,16643.15,32887.45,49,2,terreno|cordillera,664361,1,917,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143094043-38,Cordillera,Caacupé
569,Asunción,La Recoleta,departamento,40,built,52200,52200,USD,64035.62,38504.62,89822.76,56,8,departamento|asuncion,662795,1,,cb,https://coldwellbanker.com.py/propiedad/departamento-a-la-venta-monoambiente-en-zona-cit-asuncion-edificio-inarco-cit--4683043,Asunción,
570,"Luque, Central",,casa,100,built,89432.38,530000000,PYG,105183.11,62552.4,157806.22,42,8,casa|central,661531,1,,infocasas,https://www.infocasas.com.py/vendo-hermosa-casa-en-luque-b%C2%B0-ykaa-/193900382,Central,Luque
571,"Loma Grande, Cordillera",,terreno,360,land,9280.72,55000000,PYG,22772.07,15013.63,29667.45,49,1,terreno|cordillera,661076,2,149,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/loma-grande/143097041-16,Cordillera,
572,"Nueva Colombia, Cordillera",,terreno,372,land,11811.82,70000000,PYG,25297.92,16678.92,32958.13,49,1,terreno|cordillera,660819,1,,uprop,https://uprop.com.py/detail/lotes-en-nueva-colombia-bf878385-5eae-442e-8aaf-afe8ae5b447c,Cordillera,
573,"San Lorenzo, Central",,casa,120,built,43872.49,260000000,PYG,59494.18,35381.19,89259.12,42,4,casa|central,656111,1,,uprop,https://uprop.com.py/detail/casa-en-san-lorenzo-barrio-anahi-70a4039d-dd6b-4958-90ef-901f73704cd5,Central,San Lorenzo
574,"San Lorenzo, Central",,terreno,468,land,42185.09,250000000,PYG,76517.7,34096.28,133707.02,19,8,terreno|central,652320,1,,infocasas,https://www.infocasas.com.py/vendo-terreno/190800962,Central,San Lorenzo
575,"Luque, Central",,terreno,720,land,32904.37,195000000,PYG,67189.11,29939.47,117406.24,19,8,terreno|central,651410,1,86,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143080261-1,Central,Luque
576,"Altos, Cordillera",,terreno,360,land,15186.63,90000000,PYG,28390.98,18718.17,36987.77,49,1,terreno|cordillera,647013,1,857,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/altos/143005083-36,Cordillera,Altos
577,Asunción,Villa Morra,departamento,57.12,built,88268,88268,USD,99803.02,60011.56,139993.69,56,8,departamento|asuncion,645961,1,170,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143025241-14,Asunción,
578,"Ypané, Central",,casa,180,built,42185.09,250000000,PYG,57540.61,34219.4,86328.18,42,0,casa|central,644932,1,240,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/ypane/143092058-102,Central,Ypané
579,"Ñemby, Central",,casa,243,built,64121.33,380000000,PYG,79466.14,47258.51,119223.05,42,2,casa|central,644482,1,576,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/nemby/143054022-67,Central,Ñemby
580,"Luque, Central",,terreno,1440,land,52309.51,310000000,PYG,86183.19,38403.23,150596.51,19,4,terreno|central,643600,1,,uprop,https://uprop.com.py/detail/vendo-terrenos-en-luque-tarumandy-fa1cee0a-2f8b-4587-996f-fad4f5d07d52,Central,Luque
581,Asunción,Las Lomas (Carmelitas),departamento,42,built,85792,85792,USD,97209.78,58452.24,136356.15,56,8,departamento|asuncion,639396,1,1235,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143010038-226,Asunción,
582,"Fernando de la Mora, Central",,departamento,67.32,built,74500,74500,USD,89665.88,54364.42,136561.13,42,8,departamento|central,636967,1,286,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/fernando-de-la-mora/143036040-183,Central,Fernando de la Mora
583,"Mariano Roque Alonso, Central",,casa,100,built,45559.89,270000000,PYG,60722.16,36111.47,91101.45,42,3,casa|central,636815,1,120,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/mariano-roque-alonso/143061015-144,Central,Mariano Roque Alonso
584,"Luque, Central",,casa,200,built,70870.94,420000000,PYG,86022.68,51157.69,129059.82,42,6,casa|central,636373,1,1065,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/luque/143025147-43,Central,Luque
585,"Villa Elisa, Central",,casa,280,built,67496.14,400000000,PYG,82647.72,49150.6,123996.37,42,8,casa|central,636366,1,,infocasas,https://www.infocasas.com.py/vendo-casa-en-villa-elisa-b%C2%BA-3-de-junio%E2%9C%A8/191416454,Central,Villa Elisa
586,"Loma Grande, Cordillera",,terreno,360,total,10124.42,60000000,PYG,23048.23,15195.7,30027.24,49,1,terreno|cordillera,633267,1,114,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/loma-grande/143001129-41,Cordillera,
587,"Lambaré, Central",,casa,100,built,99556.8,590000000,PYG,114632.43,68171.9,171983.03,42,8,casa|central,633176,2,,uprop,https://uprop.com.py/detail/casa-en-lambare-valle-apu-a-767c99b4-cf70-439a-ad7f-7c609da9a42f,Central,Lambaré
588,Asunción,Recoleta,departamento,49,built,76000,76000,USD,87289.92,52487.43,122441.58,56,8,departamento|asuncion,632236,1,167,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143036130-7,Asunción,
589,"San Lorenzo, Central",,terreno,600,land,42185.09,250000000,PYG,75428.29,33610.85,131803.4,19,8,terreno|central,631621,1,,uprop,https://uprop.com.py/detail/terreno-en-barrio-lucerito-san-lorenzo-id-38609-6a66e4bb-833f-400d-a6ec-6df95174a6f2,Central,San Lorenzo
590,"Lambaré, Central",,departamento,65,total,70870.94,420000000,PYG,85773.23,52004.31,130632.63,42,1,departamento|central,625896,1,608,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/lambare/143075004-146,Central,Lambaré
591,"San Lorenzo, Central",,casa,60,built,32060.67,190000000,PYG,46932.7,27910.87,70413.12,42,4,casa|central,624625,3,,uprop,https://uprop.com.py/detail/casa-en-san-lorenzo-zona-anahi-7fb6fb7a-124a-4c85-9eb4-5142ffdd9ab5,Central,San Lorenzo
592,"Limpio, Central",,casa,218,built,100000,100000,USD,114856.39,68305.1,172319.04,42,0,casa|central,623968,1,765,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/limpio/143028064-38,Central,Limpio
593,Asunción,Recoleta,departamento,47,total,80019,80019,USD,91131.36,54797.28,127829.95,56,8,departamento|asuncion,622292,1,191,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143068113-26,Asunción,
594,Asunción,Santísima Trinidad,departamento,44.93,built,65500,65500,USD,76611.12,46066.27,107462.42,56,8,departamento|asuncion,622223,1,398,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143080127-27,Asunción,
595,"Luque, Central",,casa,77,built,42185.09,250000000,PYG,56989.91,33891.9,85501.96,42,7,casa|central,621803,3,,uprop,https://uprop.com.py/detail/chalet-a-estrenar-2-dormitorios-en-luque-yukyry-c8e566b7-e8bc-4ac9-b3f9-a352018ab846,Central,Luque
596,"San Bernardino, Cordillera",,terreno,1089.5,land,31337,31337,USD,44021.2,29023.18,57350.82,49,2,terreno|cordillera,621526,3,917,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143010155-27,Cordillera,San Bernardino
597,"Arroyos y Esteros, Cordillera",,terreno,877,land,27842.16,165000000,PYG,40476.51,26686.16,52732.8,49,0,terreno|cordillera,619083,1,42,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/arroyos-y-esteros/114006153-1,Cordillera,
598,Asunción,San Vicente,departamento,80,built,80000,80000,USD,91045.81,54745.84,127709.95,56,6,departamento|asuncion,618565,1,,infocasas,https://www.infocasas.com.py/departamento-venta-san-vicente-paraguay/192944616,Asunción,
599,"Ciudad del Este, Alto Paraná",,departamento,41.6,built,59820,59820,USD,70294.33,59145.65,106418.59,59,8,departamento|alto parana,617985,1,47,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/ciudad-del-este/143099027-68,Alto Paraná,Ciudad del Este
600,"Villa Elisa, Central",,casa,150,built,75933.16,450000000,PYG,90625.88,53895.21,135966,42,5,casa|central,617094,1,,infocasas,https://www.infocasas.com.py/casa-a-la-venta-villa-elisa-descubri-esta-hermosa-casa-de-364-m%C2%B2/193081281,Central,Villa Elisa
601,"Villeta, Central",,casa,144,built,70870.94,420000000,PYG,85476.7,50832.99,128240.69,42,0,casa|central,613442,1,,infocasas,https://www.infocasas.com.py/en-venta-casa-en-villeta-barrio-inmaculada/194229967,Central,Villeta
602,"Limpio, Central",,casa,100,built,28517.12,169000000,PYG,42989.45,25565.83,64497.07,42,0,casa|central,607838,1,220,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/limpio/143025155-257,Central,Limpio
603,"Villeta, Central",,casa,170,built,67496.14,400000000,PYG,81960.89,48742.14,122965.92,42,0,casa|central,607519,1,,infocasas,https://www.infocasas.com.py/quinta-venta-villeta-central-paraguay/194283650,Central,Villeta
604,"Limpio, Central",,departamento,53,built,26154.75,155000000,PYG,40607.04,24620.05,61844.53,42,0,departamento|central,606996,1,,uprop,https://uprop.com.py/detail/chalet-barrio-colonia-juan-de-salazar-limpio-946b15be-3ab2-42e8-a81e-bf0c89827e8b,Central,Limpio
605,"Luque, Central",,casa,120,built,55684.31,330000000,PYG,70129.16,41705.81,105214.78,42,7,casa|central,606684,2,,uprop,https://uprop.com.py/detail/casa-en-luque-d03f5a0c-8a75-4538-aa12-ee9e73907a77,Central,Luque
606,"Luque, Central",,terreno,720,land,26998.46,160000000,PYG,58879.54,26236.72,102886.1,19,3,terreno|central,605741,1,,uprop,https://uprop.com.py/detail/vendo-terrenos-en-luque-tarumandy-e2da9156-cc32-4eda-bdde-8451cf8b018d,Central,Luque
607,"Luque, Central",,casa,83,built,65808.73,390000000,PYG,80213.96,47703.24,120345,42,5,casa|central,605019,1,,uprop,https://uprop.com.py/detail/duplex-a-estrenar-en-condominio-parque-a0f245e7-eaf7-4de3-9b39-3539694c842c,Central,Luque
608,"Fernando de la Mora, Central",,terreno,372,land,38810.28,230000000,PYG,70357.93,31351.49,122943.44,19,8,terreno|central,599405,1,777,prestige,https://prestigeparaguay.com/property/terreno-en-esquina-en-fernando-zona-sur/,Central,Fernando de la Mora
609,"Nueva Colombia, Cordillera",,terreno,360,land,13499.23,80000000,PYG,25651.15,16911.8,33418.32,49,1,terreno|cordillera,595444,1,35,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/nueva-colombia/143100063-1,Cordillera,
610,"Fernando de la Mora, Central",,departamento,79,built,70000,70000,USD,84156.33,51023.98,128170.09,42,8,departamento|central,594566,1,,uprop,https://uprop.com.py/detail/departamento-en-fernando-de-la-mora-zona-norte-11e70be8-a46b-4819-b93d-a5b15693570d,Central,Fernando de la Mora
611,"Altos, Cordillera",,terreno,437.96,land,15186.63,90000000,PYG,27244.49,17962.29,35494.12,49,2,terreno|cordillera,590835,1,,uprop,https://uprop.com.py/detail/terreno-en-altos-46aef4fc-acd6-43fd-a831-b43e607321e3,Cordillera,Altos
612,"Lambaré, Central",,terreno,390,land,46403.59,275000000,PYG,77432.08,34503.73,135304.81,19,8,terreno|central,589541,2,,uprop,https://uprop.com.py/detail/terreno-en-el-barrio-san-isidro-de-lambare-220223d5-b0d6-42ed-ba06-1b7bcad68664,Central,Lambaré
613,"Fernando de la Mora, Central",,departamento,52,built,46994.19,278500000,PYG,60980.97,36972.76,92874.02,42,8,departamento|central,587445,1,,uprop,https://uprop.com.py/detail/departamento-de-2-dormitorios-en-fernando-de-la-mora-zona-norte-9c313346-abdb-4dbd-b93a-5f1e69ef41fd,Central,Fernando de la Mora
614,"San Lorenzo, Central",,terreno,471,land,35435.47,210000000,PYG,66266.85,29528.51,115794.69,19,8,terreno|central,585796,1,,uprop,https://uprop.com.py/detail/terreno-en-san-lorenzo-9e643c75-7783-4746-8655-6eab5216bdc4,Central,San Lorenzo
615,"Caacupé, Cordillera",,terreno,360,total,13499.23,80000000,PYG,25429.33,16765.55,33129.33,49,0,terreno|cordillera,584575,2,650,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143094043-40,Cordillera,Caacupé
616,"Villeta, Central",,casa,90,built,34591.77,205000000,PYG,48354.82,28756.61,72546.74,42,0,casa|central,578048,1,,infocasas,https://www.infocasas.com.py/casa-a-pasos-de-la-ruta-guarambare-villeta/191697092,Central,Villeta
617,"Altos, Cordillera",,terreno,600,land,21936.24,130000000,PYG,33705.34,22221.93,43911.31,49,2,terreno|cordillera,576686,1,64,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/altos/143025253-1,Cordillera,Altos
618,"Arroyos y Esteros, Cordillera",,terreno,360,total,10124.42,60000000,PYG,21883,14427.46,28509.17,49,1,terreno|cordillera,576170,4,359,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/arroyos-y-esteros/143020051-156,Cordillera,
619,"Fernando de la Mora, Central",,terreno,802,land,67496.14,400000000,PYG,97749.34,43557.11,170807.2,19,8,terreno|central,574811,1,398,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/fernando-de-la-mora/143075089-48,Central,Fernando de la Mora
620,"San Bernardino, Cordillera",,terreno,1014,total,71970,71970,USD,83657.72,55155.54,108989.28,49,5,terreno|cordillera,572698,1,337,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143063172-18,Cordillera,San Bernardino
621,"Luque, Central",,departamento,53,total,57500,57500,USD,71097.94,43106.68,108282.16,42,8,departamento|central,571113,1,330,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/luque/143063059-78,Central,Luque
622,"Luque, Central",,terreno,450,total,29529.56,175000000,PYG,59279.9,26415.12,103585.7,19,8,terreno|central,565257,1,178,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/114006111-19,Central,Luque
623,"Luque, Central",,departamento,58.97,built,65790,65790,USD,79240.12,48043.29,120682.71,42,8,departamento|central,564905,1,178,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/luque/143054106-19,Central,Luque
624,"Caacupé, Cordillera",,terreno,420,total,16874.03,100000000,PYG,28394.58,18720.54,36992.45,49,0,terreno|cordillera,564507,1,56,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143036116-31,Cordillera,Caacupé
625,"Fernando de la Mora, Central",,departamento,63.83,built,74000,74000,USD,87413.84,52999.01,133131.27,42,8,departamento|central,563381,1,286,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/fernando-de-la-mora/143036040-182,Central,Fernando de la Mora
626,"Julián Augusto Saldívar, Central",,casa,80,built,30373.26,180000000,PYG,43731.44,26007.09,65610.28,42,0,casa|central,561043,1,219,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/julian-augusto-saldivar/143001140-177,Central,Julián Augusto Saldívar
627,"Villa Elisa, Central",,casa,270,built,65808.73,390000000,PYG,79156.56,47074.4,118758.58,42,7,casa|central,560609,1,154,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/villa-elisa/143026188-90,Central,Villa Elisa
628,"Caacupé, Cordillera",,terreno,750,land,21936.24,130000000,PYG,33357.29,21992.46,43457.87,49,3,terreno|cordillera,559631,1,,uprop,https://uprop.com.py/detail/terreno-ideal-en-ruta-caacupe-tobati-f409c437-2ac6-4e96-8801-cce42a87ef24,Cordillera,Caacupé
629,"Villa Elisa, Central",,casa,70,built,34591.77,205000000,PYG,47883.46,28476.3,71839.56,42,6,casa|central,558251,1,62,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/villa-elisa/143028092-1,Central,Villa Elisa
630,"Caacupé, Cordillera",,terreno,3600,land,58215.42,345000000,PYG,69579.63,45873.85,90648.34,49,0,terreno|cordillera,556846,1,375,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143094043-16,Cordillera,Caacupé
631,"Ciudad del Este, Alto Paraná",,departamento,40,total,49165,49165,USD,58429.83,49162.86,88456.92,59,8,departamento|alto parana,546625,1,252,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/ciudad-del-este/143099027-37,Alto Paraná,Ciudad del Este
632,Asunción,,departamento,47,total,86000,86000,USD,95741.15,57569.15,134296.11,56,8,departamento|asuncion,545504,1,,uprop,https://uprop.com.py/detail/departamento-en-venta-1-dormitorio-fff64d11-49a1-45ab-9901-90c784597fcd,Asunción,
633,"San Bernardino, Cordillera",,terreno,918.41,land,40362.69,239200000,PYG,51472.64,33935.91,67058.56,49,8,terreno|cordillera,544388,1,,uprop,https://uprop.com.py/detail/terreno-en-san-bernardino-5f7cbea5-6ffb-4629-a87c-6241c74a9d26,Cordillera,San Bernardino
634,"Luque, Central",,departamento,56,total,80100,80100,USD,93050.3,56416.39,141715.6,42,8,departamento|central,543912,1,111,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/luque/143096010-41,Central,Luque
635,"Villa Elisa, Central",,departamento,64,total,42185.09,250000000,PYG,55045.47,33374.07,83834.25,42,0,departamento|central,540136,1,505,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/villa-elisa/143075153-7,Central,Villa Elisa
636,"Itauguá, Central",,casa,200,built,50622.1,300000000,PYG,63465.75,37743.08,95217.66,42,1,casa|central,539433,1,,infocasas,https://www.infocasas.com.py/casa-en-venta-en-itaugua/193688313,Central,Itauguá
637,"Fernando de la Mora, Central",,departamento,42.61,built,49500,49500,USD,62331.41,37791.54,94930.74,42,8,departamento|central,538919,3,156,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/fernando-de-la-mora/143036040-207,Central,Fernando de la Mora
