transaction_id,close_date,operation,kind,place,barrio,department_market,city_market,area_m2,area_basis,bedrooms,terminal_ask,ask_currency,ask_usd_sale_date_fx,close_price,close_currency,close_usd_sale_date_fx,fx_sale_date,close_usd_per_m2,ask_to_close_pct,reported_equals_ask,reported_below_ask,deal_records,deal_record_kept,in_ask_to_close_base,held_out_because,source,mls_id
1228,2026-04-08,rent,departamento,"Fernando de la Mora, Central",,Central,Fernando de la Mora,55,land,2,4000000,PYG,619.17,4000000,PYG,619.17,6460.305,11,0,1,0,1,1,1,,remax,143080055-207
1280,2026-04-08,rent,local,"Ciudad del Este, Alto Paraná",,Alto Paraná,Ciudad del Este,,,,4000000,PYG,619.17,4000000,PYG,619.17,6460.305,,0,1,0,1,1,1,,remax,143050177-15
1344,2026-04-08,rent,departamento,Asunción,Las Mercedes,Asunción,,120,built,2,4200000,PYG,650.12,4200000,PYG,650.12,6460.305,5,0,1,0,1,1,1,,remax,143020051-173
1490,2026-04-08,sale,casa,"Ciudad del Este, Alto Paraná",,Alto Paraná,Ciudad del Este,240,built,3,85000,USD,85000,527000000,PYG,81575.1,6460.305,340,-4.029,0,0,1,1,0,cross-currency,remax,114001022-189
1595,2026-04-08,rent,local,Asunción,Sajonia,Asunción,,120,built,,3400000,PYG,526.29,3000000,PYG,464.37,6460.305,4,-11.765,0,1,1,1,1,,remax,143061061-126
1741,2026-04-08,rent,departamento,"Encarnación, Itapúa",,Itapúa,Encarnación,400,land,2,5000000,PYG,773.96,5000000,PYG,773.96,6460.305,2,0,1,0,1,1,1,,remax,143011080-81
1865,2026-04-08,rent,local,"Fernando de la Mora, Central",,Central,Fernando de la Mora,43,built,,2650000,PYG,410.2,2650000,PYG,410.2,6460.305,10,0,1,0,1,1,1,,remax,143084041-50
2086,2026-04-08,sale,duplex,"Fernando de la Mora, Central",,Central,Fernando de la Mora,166,built,3,865000000,PYG,133894.61,850000000,PYG,131572.74,6460.305,793,-1.734,0,1,1,1,1,,remax,143036034-145
2630,2026-04-08,rent,departamento,"Mariano Roque Alonso, Central",,Central,Mariano Roque Alonso,55,land,2,3200000,PYG,495.33,3200000,PYG,495.33,6460.305,9,0,1,0,1,1,1,,remax,143054048-98
2991,2026-04-08,rent,departamento,"Cambyretá, Itapúa",,Itapúa,Cambyretá,400,land,3,2100000,PYG,325.06,2100000,PYG,325.06,6460.305,1,0,1,0,1,1,1,,remax,143011080-77
3117,2026-04-08,rent,casa,"San Lorenzo, Central",,Central,San Lorenzo,146,built,2,4500000,PYG,696.56,4500000,PYG,696.56,6460.305,5,0,1,0,1,1,1,,remax,143078018-99
3423,2026-04-08,sale,departamento,Asunción,Villa Morra,Asunción,,45,land,1,73900,USD,73900,444878000,PYG,68863.31,6460.305,1530,-6.816,0,0,1,1,0,cross-currency,remax,143056047-96
3770,2026-04-08,sale,duplex,"Lambaré, Central",,Central,Lambaré,100,built,3,600000000,PYG,92874.87,600000000,PYG,92874.87,6460.305,929,0,1,0,1,1,1,,remax,143080193-1
68,2026-04-09,rent,duplex,"Encarnación, Itapúa",,Itapúa,Encarnación,109,built,3,1200,USD,1200,7000000,PYG,1082.42,6467.01,10,-9.798,0,0,1,1,0,cross-currency,remax,143085018-138
296,2026-04-09,sale,terreno,Asunción,Tembetary,Asunción,,157,land,,52000,USD,52000,338000000,PYG,52265.27,6467.01,333,0.51,0,0,1,1,0,cross-currency,remax,143026204-23
1324,2026-04-09,sale,terreno,"Luque, Central",,Central,Luque,360,land,3,247000000,PYG,38193.85,240000000,PYG,37111.43,6467.01,103,-2.834,0,1,1,1,1,,remax,143100028-41
1366,2026-04-09,sale,terreno,"San Lorenzo, Central",,Central,San Lorenzo,360,land,,230000000,PYG,35565.12,230000000,PYG,35565.12,6467.01,99,0,1,0,1,1,1,,remax,143071054-523
2347,2026-04-09,rent,otro,Asunción,San Pablo,Asunción,,,,,4000000,PYG,618.52,3500000,PYG,541.21,6467.01,,-12.499,0,1,1,1,1,,remax,143019010-226
2458,2026-04-09,rent,duplex,"Luque, Central",,Central,Luque,82,built,2,4500000,PYG,695.84,4500000,PYG,695.84,6467.01,8,0,1,0,1,1,1,,remax,143080194-13
2919,2026-04-09,sale,duplex,"Ñemby, Central",,Central,Ñemby,100,built,2,380000000,PYG,58759.77,330000000,PYG,51028.22,6467.01,510,-13.158,0,1,1,1,1,,remax,143063207-10
3163,2026-04-09,sale,terreno,"Villa Elisa, Central",,Central,Villa Elisa,180,land,,180000000,PYG,27833.57,180000000,PYG,27833.57,6467.01,155,0,1,0,1,1,1,,remax,143072035-83
3943,2026-04-09,rent,casa,"Santa Rita, Alto Paraná",,Alto Paraná,,175,built,2,3000000,PYG,463.89,3000000,PYG,463.89,6467.01,3,0,1,0,1,1,1,,remax,143065029-61
199559,2026-04-09,sale,casa,"Caacupé, Cordillera",,Cordillera,Caacupé,370,built,6,150000,USD,150000,727720000,PYG,112528.05,6467.01,304,-24.981,0,0,1,1,0,cross-currency,remax,143063199-37
201014,2026-04-09,sale,duplex,Asunción,Mbocayaty,Asunción,,153,built,3,130000,USD,130000,727720000,PYG,112528.05,6467.01,735,-13.44,0,0,1,1,0,cross-currency,remax,143063199-35
61,2026-04-10,sale,terreno,"Ciudad del Este, Alto Paraná",,Alto Paraná,Ciudad del Este,,,,470000000,PYG,73309.72,450000000,PYG,70190.16,6411.155,,-4.255,0,1,1,1,1,,remax,114001022-218
305,2026-04-10,sale,casa,"San Bernardino, Cordillera",,Cordillera,San Bernardino,120,built,3,899000000,PYG,140224.34,715000000,PYG,111524.37,6411.155,929,-20.467,0,1,1,1,1,,remax,143098014-221
331,2026-04-10,sale,departamento,Asunción,Las Lomas (Carmelitas),Asunción,,53,land,1,94927,USD,94927,609621194,PYG,95087.58,6411.155,1779,0.169,0,0,1,1,0,cross-currency,remax,143080163-23
1093,2026-04-10,sale,duplex,"Lambaré, Central",,Central,Lambaré,140,built,3,750000000,PYG,116983.6,730000000,PYG,113864.04,6411.155,813,-2.667,0,1,1,1,1,,remax,143028062-19
1142,2026-04-10,sale,terreno,Asunción,La Encarnación,Asunción,,1349,land,,380000,USD,380000,2504580000,PYG,390659.72,6411.155,290,2.805,0,0,1,1,0,cross-currency,remax,143097041-14
1758,2026-04-10,rent,departamento,"Encarnación, Itapúa",,Itapúa,Encarnación,40,land,1,3180000,PYG,496.01,3180000,PYG,496.01,6411.155,12,0,1,0,1,1,1,,remax,143011089-18
1782,2026-04-10,rent,local,"Filadelfia, Boquerón",,Boquerón,,185,built,,8000000,PYG,1247.83,5500000,PYG,857.88,6411.155,5,-31.25,0,1,1,1,1,,remax,143016029-100
2016,2026-04-10,rent,departamento,"Encarnación, Itapúa",,Itapúa,Encarnación,81,land,3,700,USD,700,4487700,PYG,699.98,6411.155,9,-0.003,0,0,1,1,0,cross-currency,remax,143011087-34
2077,2026-04-10,rent,departamento,Asunción,Ciudad Nueva,Asunción,,120,land,2,4900000,PYG,764.29,4900000,PYG,764.29,6411.155,6,0,1,0,1,1,1,,remax,143037037-480
2110,2026-04-10,sale,casa,Asunción,Mariscal Estigarribia,Asunción,,690,built,5,720000,USD,720000,4615000000,PYG,719839.09,6411.155,1043,-0.022,0,0,1,1,0,cross-currency,remax,143063102-287
2246,2026-04-10,rent,local,"Fernando de la Mora, Central",,Central,Fernando de la Mora,,,,4000000,PYG,623.91,4000000,PYG,623.91,6411.155,,0,1,0,1,1,1,,remax,114006001-281
2358,2026-04-10,sale,departamento,"Fernando de la Mora, Central",,Central,Fernando de la Mora,56,land,2,60000,USD,60000,387431629,PYG,60430.86,6411.155,1079,0.718,0,0,1,1,0,cross-currency,remax,143072126-30
2490,2026-04-10,sale,terreno,"Caacupé, Cordillera",,Cordillera,Caacupé,320,land,,270000000,PYG,42114.1,230000000,PYG,35874.97,6411.155,112,-14.815,0,1,1,1,1,,remax,143094021-76
3519,2026-04-10,sale,departamento,Asunción,Recoleta,Asunción,,2800,land,1,73700,USD,73700,449750000,PYG,70151.17,6411.155,25,-4.815,0,0,1,1,0,cross-currency,remax,143056033-226
3868,2026-04-10,rent,casa,"Luque, Central",,Central,Luque,120,built,2,2800000,PYG,436.74,2800000,PYG,436.74,6411.155,4,0,1,0,1,1,1,,remax,143100026-42
4443,2026-04-10,sale,departamento,"Ciudad del Este, Alto Paraná",,Alto Paraná,Ciudad del Este,32,land,1,43900,USD,43900,281925800,PYG,43974.26,6411.155,1374,0.169,0,0,1,1,0,cross-currency,remax,143050056-191
309554,2026-04-10,sale,departamento,Asunción,Los Laureles,Asunción,,71,land,2,213000,USD,213000,1427100000,PYG,222596.4,6411.155,3135,4.505,0,0,1,1,0,cross-currency,remax,143063102-292
1001,2026-04-11,rent,duplex,"Lambaré, Central",,Central,Lambaré,120,land,3,3800000,PYG,592.72,3800000,PYG,592.72,6411.155,5,0,1,0,1,1,1,,remax,143100001-76
3370,2026-04-11,rent,casa,"San Lorenzo, Central",,Central,San Lorenzo,90,built,3,2500000,PYG,389.95,2500000,PYG,389.95,6411.155,4,0,1,0,1,1,1,,remax,143080127-57
3920,2026-04-11,rent,departamento,Asunción,Las Mercedes,Asunción,,49,land,1,3700000,PYG,577.12,3700000,PYG,577.12,6411.155,12,0,1,0,1,1,1,,remax,143061002-190
4358,2026-04-11,sale,terreno,"Luque, Central",,Central,Luque,,,,400000000,PYG,62391.25,370000000,PYG,57711.91,6411.155,,-7.5,0,1,1,1,1,,remax,143036139-83
128,2026-04-13,sale,departamento,Asunción,Recoleta,Asunción,,46,land,1,117935,USD,117935,754784000,PYG,117963.48,6398.455,2553,0.024,0,0,1,1,0,cross-currency,remax,143098017-121
219,2026-04-13,rent,oficina,Asunción,Las Lomas (Carmelitas),Asunción,,11,built,,5000000,PYG,781.44,5000000,PYG,781.44,6398.455,71,0,1,0,1,1,1,,remax,143100028-55
294,2026-04-13,sale,departamento,Asunción,Villa Morra,Asunción,,40,land,,81600,USD,81600,489600000,PYG,76518.47,6398.455,1913,-6.227,0,0,1,1,0,cross-currency,remax,143056031-761
1846,2026-04-13,rent,local,"Ypacaraí, Central",,Central,Ypacaraí,24,built,,600000,PYG,93.77,600000,PYG,93.77,6398.455,4,0,1,0,1,1,1,,remax,143112002-26
3777,2026-04-13,sale,departamento,Asunción,Las Lomas (Carmelitas),Asunción,,54,land,1,103000,USD,103000,648900000,PYG,101415.11,6398.455,1896,-1.539,0,0,1,1,0,cross-currency,remax,143056031-759
3795,2026-04-13,rent,departamento,Asunción,Obrero,Asunción,,90,land,2,2500000,PYG,390.72,2500000,PYG,390.72,6398.455,4,0,1,0,1,1,1,,remax,143098010-98
312381,2026-04-13,rent,casa,"Fernando de la Mora, Central",,Central,Fernando de la Mora,250,built,6,5000000,PYG,781.44,4800000,PYG,750.18,6398.455,3,-4,0,1,1,1,1,,remax,143036051-217
22,2026-04-14,rent,duplex,"Presidente Franco, Alto Paraná",,Alto Paraná,,431,land,2,3500000,PYG,547.6,3500000,PYG,547.6,6391.555,1,0,1,0,1,1,1,,remax,143050135-41
364,2026-04-14,rent,oficina,Asunción,Las Lomas (Carmelitas),Asunción,,,,,1350,USD,1350,1350,USD,1350,6391.555,,0,1,0,1,1,1,,remax,143098128-314
379,2026-04-14,rent,departamento,"Ciudad del Este, Alto Paraná",,Alto Paraná,Ciudad del Este,1000,land,1,2000000,PYG,312.91,2000000,PYG,312.91,6391.555,0,0,1,0,1,1,1,,remax,143107019-25
515,2026-04-14,sale,departamento,Asunción,Villa Morra,Asunción,,118,built,3,172582,USD,172582,1104007054,PYG,172729.02,6391.555,1459,0.085,0,0,1,1,0,cross-currency,remax,143025033-465
650,2026-04-14,rent,casa,"San Bernardino, Cordillera",,Cordillera,San Bernardino,160,built,3,7000000,PYG,1095.2,7000000,PYG,1095.2,6391.555,7,0,1,0,1,1,1,,remax,143038002-317
1793,2026-04-14,sale,casa,Asunción,La Encarnación,Asunción,,95,built,2,550000000,PYG,86051.05,475000000,PYG,74316.81,6391.555,786,-13.636,0,1,1,1,1,,remax,143014167-76
1961,2026-04-14,sale,quinta,"Nueva Colombia, Cordillera",,Cordillera,,76,built,2,250000000,PYG,39114.11,220000000,PYG,34420.42,6391.555,453,-12,0,1,1,1,1,,remax,143098110-1
1976,2026-04-14,sale,terreno,"Luque, Central",,Central,Luque,,,,250000000,PYG,39114.11,250000000,PYG,39114.11,6391.555,,0,1,0,1,1,1,,remax,143095011-43
2091,2026-04-14,rent,duplex,"Cambyretá, Itapúa",,Itapúa,Cambyretá,126,land,2,4000000,PYG,625.83,4000000,PYG,625.83,6391.555,5,0,1,0,1,1,1,,remax,143011091-54
2432,2026-04-14,rent,departamento,"Cambyretá, Itapúa",,Itapúa,Cambyretá,1,land,1,1850000,PYG,289.44,1850000,PYG,289.44,6391.555,289,0,1,0,1,1,1,,remax,143011007-2186
3077,2026-04-14,sale,terreno,Asunción,Santísima Trinidad,Asunción,,1920,built,,600000,USD,600000,2792700000,PYG,436935.93,6391.555,228,-27.177,0,0,1,1,0,cross-currency,remax,143063141-107
3537,2026-04-14,sale,quinta,"Nueva Colombia, Cordillera",,Cordillera,,76,built,2,250000000,PYG,39114.11,220000000,PYG,34420.42,6391.555,453,-12,0,1,1,1,1,,remax,143014190-4
3686,2026-04-14,rent,departamento,Asunción,Villa Morra,Asunción,,126,land,3,10950000,PYG,1713.2,10950000,PYG,1713.2,6391.555,14,0,1,0,1,1,1,,remax,143080055-166
3981,2026-04-14,rent,oficina,Asunción,Las Lomas (Carmelitas),Asunción,,,,,1350,USD,1350,1350,USD,1350,6391.555,,0,1,0,1,1,1,,remax,143014125-314
4018,2026-04-14,sale,terreno,Asunción,Zeballos Cué,Asunción,,,,,192800000,PYG,30164.8,192800000,PYG,30164.8,6391.555,,0,1,0,1,1,1,,remax,143096011-80
4367,2026-04-14,sale,casa,Asunción,La Encarnación,Asunción,,95,built,2,550000000,PYG,86051.05,475000000,PYG,74316.81,6391.555,786,-13.636,0,1,1,1,1,,remax,143098115-34
1409,2026-04-15,sale,terreno,"Altos, Cordillera",,Cordillera,Altos,1524,land,,300000000,PYG,47013.43,290000000,PYG,45446.32,6381.155,30,-3.333,0,1,1,1,1,,remax,143098110-4
1776,2026-04-15,rent,departamento,Asunción,Ytay,Asunción,,1000,land,1,3800000,PYG,595.5,3500000,PYG,548.49,6381.155,1,-7.894,0,1,1,1,1,,remax,143054077-72
1935,2026-04-15,sale,terreno,"Luque, Central",,Central,Luque,,,,130000000,PYG,20372.49,105000000,PYG,16454.7,6381.155,,-19.231,0,1,1,1,1,,remax,143098014-211
2022,2026-04-15,sale,terreno,"Limpio, Central",,Central,Limpio,360,land,,90000000,PYG,14104.03,90000000,PYG,14104.03,6381.155,39,0,1,0,1,1,1,,remax,143036162-3
2529,2026-04-15,sale,terreno,"Altos, Cordillera",,Cordillera,Altos,1524,land,,300000000,PYG,47013.43,290000000,PYG,45446.32,6381.155,30,-3.333,0,1,1,1,1,,remax,143014190-10
2853,2026-04-15,rent,casa,"Fernando de la Mora, Central",,Central,Fernando de la Mora,200,built,3,4250000,PYG,666.02,4250000,PYG,666.02,6381.155,3,0,1,0,1,1,1,,remax,143019024-169
3699,2026-04-15,rent,local,Asunción,San Pablo,Asunción,,60,built,,2200000,PYG,344.77,2200000,PYG,344.77,6381.155,6,0,1,0,1,1,1,,remax,143025151-91
3704,2026-04-15,sale,departamento,"Fernando de la Mora, Central",,Central,Fernando de la Mora,337,land,2,455000000,PYG,71303.71,585000000,PYG,91676.19,6381.155,272,28.571,0,0,1,1,1,,remax,143080203-46
4420,2026-04-15,sale,terreno,"Luque, Central",,Central,Luque,,,,330000000,PYG,51714.78,310000000,PYG,48580.55,6381.155,,-6.061,0,1,1,1,1,,remax,143080055-170
4451,2026-04-15,rent,casa,"Hernandarias, Alto Paraná",,Alto Paraná,Hernandarias,300,built,4,6500000,PYG,1018.62,6500000,PYG,1018.62,6381.155,3,0,1,0,1,1,1,,remax,143099038-2
486,2026-04-16,rent,terreno,"Encarnación, Itapúa",,Itapúa,Encarnación,600,land,,2300000,PYG,361.03,2000000,PYG,313.94,6370.58,1,-13.043,0,1,1,1,1,,remax,143085019-542
957,2026-04-16,sale,departamento,Asunción,Recoleta,Asunción,,2500,land,,59200,USD,59200,367040000,PYG,57614.85,6370.58,23,-2.678,0,0,1,1,0,cross-currency,remax,143056033-229
1238,2026-04-16,sale,duplex,"Fernando de la Mora, Central",,Central,Fernando de la Mora,130,built,3,170000,USD,170000,1122000000,PYG,176122.11,6370.58,1355,3.601,0,0,1,1,0,cross-currency,remax,143098020-87
1697,2026-04-16,rent,duplex,Asunción,Bernardino Caballero,Asunción,,110,land,4,5000000,PYG,784.86,5000000,PYG,784.86,6370.58,7,0,1,0,1,1,1,,remax,143098058-51
2278,2026-04-16,sale,departamento,Asunción,Trinidad,Asunción,,83,built,2,130000,USD,130000,730634100,PYG,114688.79,6370.58,1382,-11.778,0,0,1,1,0,cross-currency,remax,143063089-108
4437,2026-04-16,sale,departamento,Asunción,Ycuá Satí,Asunción,,55,land,1,91600,USD,91600,556928000,PYG,87421.87,6370.58,1604,-4.561,0,0,1,1,0,cross-currency,remax,143056031-763
705,2026-04-17,sale,departamento,"Lambaré, Central",,Central,Lambaré,60,land,2,435000000,PYG,68227.96,435000000,PYG,68227.96,6375.685,1137,0,1,0,1,1,1,,remax,143072112-25
995,2026-04-17,sale,terreno,"Luque, Central",,Central,Luque,374,land,,650000000,PYG,101949.83,600000000,PYG,94107.54,6375.685,252,-7.692,0,1,1,1,1,,remax,143014151-65
1339,2026-04-17,rent,departamento,"Luque, Central",,Central,Luque,42,land,2,2900000,PYG,454.85,2900000,PYG,454.85,6375.685,11,0,1,0,1,1,1,,remax,143054126-9
2049,2026-04-17,rent,local,"Luque, Central",,Central,Luque,,,,3000000,PYG,470.54,3000000,PYG,470.54,6375.685,,0,1,0,1,1,1,,remax,143025091-124
2609,2026-04-17,rent,casa,Asunción,Virgen del Huerto,Asunción,,194,built,5,9000000,PYG,1411.61,10000000,PYG,1568.46,6375.685,8,11.111,0,0,1,1,1,,remax,143098055-7
2745,2026-04-17,sale,local,"Caacupé, Cordillera",,Cordillera,Caacupé,130,built,,845000000,PYG,132534.78,800000000,PYG,125476.71,6375.685,965,-5.325,0,1,1,1,1,,remax,143096013-35
2829,2026-04-17,rent,duplex,"Cambyretá, Itapúa",,Itapúa,Cambyretá,130,built,3,5000000,PYG,784.23,5000000,PYG,784.23,6375.685,6,0,1,0,2,1,1,,remax,143032061-146
2973,2026-04-17,sale,terreno,Asunción,Tembetary,Asunción,,,,,600000,USD,600000,3189500000,PYG,500259.97,6375.685,,-16.623,0,0,1,1,0,cross-currency,remax,143063136-315
3155,2026-04-17,rent,departamento,Asunción,Mariscal Estigarribia,Asunción,,91,land,2,1400,USD,1400,1350,USD,1350,6375.685,15,-3.571,0,1,1,1,1,,remax,143094053-12
3181,2026-04-17,rent,departamento,"Encarnación, Itapúa",,Itapúa,Encarnación,91,built,2,5000000,PYG,784.23,5000000,PYG,784.23,6375.685,9,0,1,0,2,0,0,second record of one deal,remax,143032061-147
3228,2026-04-17,rent,casa,"Villa Elisa, Central",,Central,Villa Elisa,70,built,1,2000000,PYG,313.69,2000000,PYG,313.69,6375.685,4,0,1,0,1,1,1,,remax,143061015-135
3390,2026-04-17,sale,casa,"Villa Elisa, Central",,Central,Villa Elisa,61,built,2,280000000,PYG,43916.85,280000000,PYG,43916.85,6375.685,720,0,1,0,1,1,1,,remax,143097013-27
3470,2026-04-17,rent,departamento,"Ciudad del Este, Alto Paraná",,Alto Paraná,Ciudad del Este,23,built,1,1400000,PYG,219.58,1400000,PYG,219.58,6375.685,10,0,1,0,1,1,1,,remax,143050002-232
3679,2026-04-17,rent,local,"Luque, Central",,Central,Luque,45,land,,4000000,PYG,627.38,4000000,PYG,627.38,6375.685,14,0,1,0,1,1,1,,remax,143025091-125
4267,2026-04-17,sale,duplex,"Encarnación, Itapúa",,Itapúa,Encarnación,124,built,2,540000000,PYG,84696.78,500000000,PYG,78422.95,6375.685,632,-7.407,0,1,1,1,1,,remax,143085019-415
308269,2026-04-17,sale,terreno,"Mariano Roque Alonso, Central",,Central,Mariano Roque Alonso,,,,400000000,PYG,62738.36,350000000,PYG,54896.06,6375.685,,-12.5,0,1,1,1,1,,remax,114006111-15
311565,2026-04-17,rent,departamento,Asunción,Las Mercedes,Asunción,,37,land,1,3500000,PYG,548.96,3300000,PYG,517.59,6375.685,14,-5.714,0,1,1,1,1,,remax,143037137-21
497,2026-04-18,rent,casa,"Mariano Roque Alonso, Central",,Central,Mariano Roque Alonso,200,built,3,3500000,PYG,548.96,3500000,PYG,548.96,6375.685,3,0,1,0,1,1,1,,remax,143025157-29
2759,2026-04-18,rent,casa,"Mariano Roque Alonso, Central",,Central,Mariano Roque Alonso,150,built,3,7000000,PYG,1097.92,6000000,PYG,941.08,6375.685,6,-14.285,0,1,1,1,1,,remax,143025149-253
4046,2026-04-18,sale,terreno,"Capiatá, Central",,Central,Capiatá,,,,120000000,PYG,18821.51,100000000,PYG,15684.59,6375.685,,-16.667,0,1,1,1,1,,remax,143061058-34
2356,2026-04-19,rent,departamento,"Lambaré, Central",,Central,Lambaré,75,built,2,3200000,PYG,501.91,3200000,PYG,501.91,6375.685,7,0,1,0,1,1,1,,remax,143026188-84
1199,2026-04-20,rent,departamento,Asunción,Los Laureles,Asunción,,32,land,1,4000000,PYG,629.01,4000000,PYG,629.01,6359.245,20,0,1,0,1,1,1,,remax,143056047-101
1712,2026-04-20,sale,duplex,"Ypacaraí, Central",,Central,Ypacaraí,162,built,3,85000,USD,85000,540005000,PYG,84916.53,6359.245,524,-0.098,0,0,1,1,0,cross-currency,remax,143100042-30
3812,2026-04-20,sale,casa,Asunción,Bella Vista,Asunción,,260,built,4,900000000,PYG,141526.23,850000000,PYG,133663.67,6359.245,514,-5.556,0,1,1,1,1,,remax,143098070-7
4038,2026-04-20,rent,casa,"Cambyretá, Itapúa",,Itapúa,Cambyretá,68,built,2,3300000,PYG,518.93,3000000,PYG,471.75,6359.245,7,-9.092,0,1,1,1,1,,remax,143085019-541
171134,2026-04-20,rent,departamento,Asunción,Recoleta,Asunción,,30,built,1,1500000,PYG,235.88,1500000,PYG,235.88,6359.245,8,0,1,0,1,1,1,,remax,143068120-25
309971,2026-04-20,rent,departamento,Asunción,Mariscal Estigarribia,Asunción,,117,land,3,10500000,PYG,1651.14,10400000,PYG,1635.41,6359.245,14,-0.953,0,1,1,1,1,,remax,143036040-196
776,2026-04-21,rent,departamento,"Ciudad del Este, Alto Paraná",,Alto Paraná,Ciudad del Este,780,land,2,650,USD,650,4097769,PYG,651.56,6289.2,1,0.24,0,0,1,1,0,cross-currency,remax,143107014-24
1354,2026-04-21,rent,departamento,Asunción,Las Lomas (Carmelitas),Asunción,,90,land,2,1100,USD,1100,1000,USD,1000,6289.2,11,-9.091,0,1,1,1,1,,remax,143056056-62
1701,2026-04-21,rent,oficina,"Ciudad del Este, Alto Paraná",,Alto Paraná,Ciudad del Este,,,,2500000,PYG,397.51,2500000,PYG,397.51,6289.2,,0,1,0,1,1,1,,remax,143050097-67
2642,2026-04-21,sale,casa,"San Bernardino, Cordillera",,Cordillera,San Bernardino,200,built,3,225000,USD,225000,1418400000,PYG,225529.48,6289.2,1128,0.235,0,0,1,1,0,cross-currency,remax,143096059-13
3457,2026-04-21,sale,terreno,"Capiatá, Central",,Central,Capiatá,,,,110000000,PYG,17490.3,105000000,PYG,16695.29,6289.2,,-4.545,0,1,1,1,1,,remax,143100042-3
3657,2026-04-21,rent,departamento,Asunción,Ycuá Satí,Asunción,,99,built,2,7000000,PYG,1113.02,6700000,PYG,1065.32,6289.2,11,-4.286,0,1,1,1,1,,remax,143063059-104
3874,2026-04-21,rent,casa,"Lambaré, Central",,Central,Lambaré,330,built,6,6500000,PYG,1033.52,6200000,PYG,985.82,6289.2,3,-4.615,0,1,1,1,1,,remax,143054089-41
4330,2026-04-21,rent,duplex,"Luque, Central",,Central,Luque,119,built,3,3700000,PYG,588.31,3700000,PYG,588.31,6289.2,5,0,1,0,1,1,1,,remax,143063076-108
117,2026-04-22,sale,departamento,Asunción,Recoleta,Asunción,,39,land,1,71394,USD,71394,471200400,PYG,74425.66,6331.155,1908,4.246,0,0,1,1,0,cross-currency,remax,143056054-63
665,2026-04-22,sale,departamento,"Luque, Central",,Central,Luque,43,land,1,420000000,PYG,66338.61,384300000,PYG,60699.82,6331.155,1412,-8.5,0,1,1,1,1,,remax,143098038-41
1330,2026-04-22,rent,departamento,"Ciudad del Este, Alto Paraná",,Alto Paraná,Ciudad del Este,360,land,1,540,USD,540,3422552,PYG,540.59,6331.155,2,0.109,0,0,1,1,0,cross-currency,remax,143107014-25
1608,2026-04-22,rent,duplex,"Itauguá, Central",,Central,Itauguá,120,built,4,4500000,PYG,710.77,4500000,PYG,710.77,6331.155,6,0,1,0,1,1,1,,remax,143080127-61
2032,2026-04-22,sale,departamento,Asunción,Villa Morra,Asunción,,,,1,71900,USD,71900,431400000,PYG,68139.23,6331.155,,-5.231,0,0,1,1,0,cross-currency,remax,143056031-765
2343,2026-04-22,sale,departamento,Asunción,Herrera,Asunción,,60,land,2,98500,USD,98500,650100000,PYG,102682.69,6331.155,1711,4.246,0,0,1,1,0,cross-currency,remax,143056032-261
2399,2026-04-22,sale,departamento,Asunción,Recoleta,Asunción,,28,land,1,46658,USD,46658,307942800,PYG,48639.28,6331.155,1737,4.246,0,0,1,1,0,cross-currency,remax,143056054-70
3468,2026-04-22,sale,casa,"Luque, Central",,Central,Luque,130,built,3,600000000,PYG,94769.44,600000000,PYG,94769.44,6331.155,729,0,1,0,1,1,1,,remax,143036161-1
4057,2026-04-22,rent,casa,"Encarnación, Itapúa",,Itapúa,Encarnación,120,built,3,2500000,PYG,394.87,2500000,PYG,394.87,6331.155,3,0,1,0,1,1,1,,remax,143032072-69
4153,2026-04-22,sale,terreno,"Villa Elisa, Central",,Central,Villa Elisa,,,,250000000,PYG,39487.27,250000000,PYG,39487.27,6331.155,,0,1,0,1,1,1,,remax,143028085-1
4160,2026-04-22,rent,casa,"Lambaré, Central",,Central,Lambaré,180,built,3,6500000,PYG,1026.67,6500000,PYG,1026.67,6331.155,6,0,1,0,1,1,1,,remax,143063062-52
72,2026-04-23,sale,quinta,"Areguá, Central",,Central,Areguá,500,built,3,195000,USD,195000,1109150000,PYG,174916.65,6341.02,350,-10.299,0,0,1,1,0,cross-currency,remax,143061082-1
390,2026-04-23,rent,casa,"Ciudad del Este, Alto Paraná",,Alto Paraná,Ciudad del Este,220,built,4,1700,USD,1700,10212563,PYG,1610.56,6341.02,7,-5.261,0,0,1,1,0,cross-currency,remax,143050072-54
1318,2026-04-23,rent,oficina,Asunción,Villa Morra,Asunción,,188,land,,1692,USD,1692,10073250,PYG,1588.59,6341.02,8,-6.112,0,0,1,1,0,cross-currency,remax,143098027-101
1363,2026-04-23,rent,local,"Encarnación, Itapúa",,Itapúa,Encarnación,,,,3500000,PYG,551.96,3500000,PYG,551.96,6341.02,,0,1,0,1,1,1,,remax,143032035-296
1415,2026-04-23,rent,otro,"Luque, Central",,Central,Luque,,,,2500000,PYG,394.26,2500000,PYG,394.26,6341.02,,0,1,0,1,1,1,,remax,143025116-31
1457,2026-04-23,sale,terreno,Asunción,Santa Librada,Asunción,,432,land,,100000,USD,100000,567900000,PYG,89559.72,6341.02,207,-10.44,0,0,1,1,0,cross-currency,remax,143025145-396
1804,2026-04-23,sale,casa,"Ñemby, Central",,Central,Ñemby,65,built,2,320000000,PYG,50465.07,320000000,PYG,50465.07,6341.02,776,0,1,0,1,1,1,,remax,143025158-45
