cell_deg,lat,lon,n_sale,asking_median_usd,asking_n,casa_asking_usd_m2,casa_n,departamento_asking_usd_m2,departamento_n,department,city
0.25,-25.5,-55,12,126000,12,,1,,0,Alto Paraná,
0.25,-25.5,-54.75,476,76000,463,738,109,1562,12,Alto Paraná,Ciudad del Este
0.25,-25.5,-54.5,114,127000,112,850,21,1236,8,Alto Paraná,Ciudad del Este
0.25,-25.25,-54.5,6,42000,6,,1,,0,Alto Paraná,Hernandarias
0.25,-25.25,-54.75,28,73000,28,583,6,,2,Alto Paraná,Hernandarias
0.25,-25.5,-55.25,19,77000,19,,3,,0,Alto Paraná,
0.25,-25.5,-55.5,5,,4,,0,,0,Caaguazú,
0.25,-25.5,-55.75,11,123000,10,,0,,0,Caaguazú,
0.25,-25.5,-56,28,110000,27,552,8,,0,Caaguazú,
0.25,-25.25,-55.75,9,137000,5,,0,,0,Caaguazú,
0.25,-24.25,-54.75,6,174000,6,,0,,0,Canindeyú,
0.25,-24,-54.25,11,110000,11,,1,,0,Canindeyú,
0.25,-22.5,-55.75,11,50000,9,,0,,0,Amambay,
0.25,-23.5,-57.5,5,89000,5,,1,,0,Concepción,
0.25,-23.5,-57.25,10,40000,9,,4,,0,Concepción,
0.25,-22.5,-59.75,31,42000,31,486,7,,0,Boquerón,Loma Plata
0.25,-22.5,-60,49,46000,49,680,10,,0,Boquerón,
0.25,-22.25,-60,34,101000,34,641,12,,0,Boquerón,
0.25,-22.25,-59.75,5,30000,5,,0,,0,Boquerón,Loma Plata
0.25,-22,-60.5,9,2877000,5,,1,,0,Asunción,
